"ID","Description","URL","Topic","Domain","Long ID","Transition","Modeling"
"HSG.CO.D.12","Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.","http://www.corestandards.org/Math/Content/HSG/CO/D/12/","Geometry","Congruence","CCSS.Math.Content.HSG.CO.D.12",false,false
"HSG.CO.D.13","Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.","http://www.corestandards.org/Math/Content/HSG/CO/D/13/","Geometry","Congruence","CCSS.Math.Content.HSG.CO.D.13",false,false
"HSG.GMD.A.1","Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri's principle, and informal limit arguments.","http://www.corestandards.org/Math/Content/HSG/GMD/A/1/","Geometry","Geometric Measurement and Dimension","CCSS.Math.Content.HSG.GMD.A.1",false,false
"HSG.GMD.A.2","Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.","http://www.corestandards.org/Math/Content/HSG/GMD/A/2/","Geometry","Geometric Measurement and Dimension","CCSS.Math.Content.HSG.GMD.A.2",true,false
"HSG.GMD.A.3","Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.*","http://www.corestandards.org/Math/Content/HSG/GMD/A/3/","Geometry","Geometric Measurement and Dimension","CCSS.Math.Content.HSG.GMD.A.3",false,false
"HSG.GMD.B.4","Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.","http://www.corestandards.org/Math/Content/HSG/GMD/B/4/","Geometry","Geometric Measurement and Dimension","CCSS.Math.Content.HSG.GMD.B.4",false,false
"HSG.GPE.A.1","Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.","http://www.corestandards.org/Math/Content/HSG/GPE/A/1/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.A.1",false,false
"HSG.GPE.A.2","Derive the equation of a parabola given a focus and directrix.","http://www.corestandards.org/Math/Content/HSG/GPE/A/2/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.A.2",false,false
"HSG.GPE.A.3","Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.","http://www.corestandards.org/Math/Content/HSG/GPE/A/3/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.A.3",true,false
"HSG.GPE.B.4","Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, âˆš3) lies on the circle centered at the origin and containing the point (0, 2).","http://www.corestandards.org/Math/Content/HSG/GPE/B/4/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.B.4",false,false
"HSG.GPE.B.5","Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).","http://www.corestandards.org/Math/Content/HSG/GPE/B/5/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.B.5",false,false
"HSG.GPE.B.6","Find the point on a directed line segment between two given points that partitions the segment in a given ratio.","http://www.corestandards.org/Math/Content/HSG/GPE/B/6/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.B.6",false,false
"HSG.GPE.B.7","Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.*","http://www.corestandards.org/Math/Content/HSG/GPE/B/7/","Geometry","Expressing Geometric Properties with Equations","CCSS.Math.Content.HSG.GPE.B.7",false,false
"HSG.MG.A.1","Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).","http://www.corestandards.org/Math/Content/HSG/MG/A/1/","Geometry","Modeling with Geometry","CCSS.Math.Content.HSG.MG.A.1",false,true
"HSG.MG.A.2","Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).*","http://www.corestandards.org/Math/Content/HSG/MG/A/2/","Geometry","Modeling with Geometry","CCSS.Math.Content.HSG.MG.A.2",false,false
"HSG.MG.A.3","Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).*","http://www.corestandards.org/Math/Content/HSG/MG/A/3/","Geometry","Modeling with Geometry","CCSS.Math.Content.HSG.MG.A.3",false,false
"HSG.SRT.A.1","Verify experimentally the properties of dilations given by a center and a scale factor:","http://www.corestandards.org/Math/Content/HSG/SRT/A/1/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.A.1",false,false
"HSG.SRT.A.2","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.","http://www.corestandards.org/Math/Content/HSG/SRT/A/2/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.A.2",false,false
"HSG.SRT.A.3","Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.","http://www.corestandards.org/Math/Content/HSG/SRT/A/3/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.A.3",false,false
"HSG.SRT.B.4","Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.","http://www.corestandards.org/Math/Content/HSG/SRT/B/4/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.B.4",false,false
"HSG.SRT.B.5","Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.","http://www.corestandards.org/Math/Content/HSG/SRT/B/5/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.B.5",false,false
"HSG.SRT.C.6","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.","http://www.corestandards.org/Math/Content/HSG/SRT/C/6/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.C.6",false,false
"HSG.SRT.C.7","Explain and use the relationship between the sine and cosine of complementary angles.","http://www.corestandards.org/Math/Content/HSG/SRT/C/7/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.C.7",false,false
"HSG.SRT.C.8","Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.*","http://www.corestandards.org/Math/Content/HSG/SRT/C/8/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.C.8",false,false
"HSG.SRT.D.9","Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.","http://www.corestandards.org/Math/Content/HSG/SRT/D/9/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.D.9",true,false
"HSG.SRT.D.10","Prove the Laws of Sines and Cosines and use them to solve problems.","http://www.corestandards.org/Math/Content/HSG/SRT/D/10/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.D.10",true,false
"HSG.SRT.D.11","Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).","http://www.corestandards.org/Math/Content/HSG/SRT/D/11/","Geometry","Similarity; Right Triangles; and Trigonometry","CCSS.Math.Content.HSG.SRT.D.11",true,false
"HSS.CP.A.1","Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").","http://www.corestandards.org/Math/Content/HSS/CP/A/1/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.A.1",false,false
"HSS.CP.A.2","Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.","http://www.corestandards.org/Math/Content/HSS/CP/A/2/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.A.2",false,false
"HSS.CP.A.3","Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.","http://www.corestandards.org/Math/Content/HSS/CP/A/3/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.A.3",false,false
"HSS.CP.A.4","Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.","http://www.corestandards.org/Math/Content/HSS/CP/A/4/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.A.4",false,false
"HSS.CP.A.5","Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.","http://www.corestandards.org/Math/Content/HSS/CP/A/5/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.A.5",false,false
"HSS.CP.B.6","Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.","http://www.corestandards.org/Math/Content/HSS/CP/B/6/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.B.6",false,false
"HSS.CP.B.7","Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.","http://www.corestandards.org/Math/Content/HSS/CP/B/7/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.B.7",false,false
"HSS.CP.B.8","Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.","http://www.corestandards.org/Math/Content/HSS/CP/B/8/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.B.8",true,false
"HSS.CP.B.9","Use permutations and combinations to compute probabilities of compound events and solve problems.","http://www.corestandards.org/Math/Content/HSS/CP/B/9/","Statistics & Probability","Conditional Probability and the Rules of Probability","CCSS.Math.Content.HSS.CP.B.9",true,false
"HSS.IC.A.1","Understand statistics as a process for making inferences about population parameters based on a random sample from that population.","http://www.corestandards.org/Math/Content/HSS/IC/A/1/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.A.1",false,false
"HSS.IC.A.2","Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?","http://www.corestandards.org/Math/Content/HSS/IC/A/2/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.A.2",false,false
"HSS.IC.B.3","Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.","http://www.corestandards.org/Math/Content/HSS/IC/B/3/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.B.3",false,false
"HSS.IC.B.4","Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.","http://www.corestandards.org/Math/Content/HSS/IC/B/4/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.B.4",false,false
"HSS.IC.B.5","Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.","http://www.corestandards.org/Math/Content/HSS/IC/B/5/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.B.5",false,false
"HSS.IC.B.6","Evaluate reports based on data.","http://www.corestandards.org/Math/Content/HSS/IC/B/6/","Statistics & Probability","Making Inferences and Justifying Conclusions","CCSS.Math.Content.HSS.IC.B.6",false,false
"HSS.ID.A.1","Represent data with plots on the real number line (dot plots, histograms, and box plots).","http://www.corestandards.org/Math/Content/HSS/ID/A/1/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.A.1",false,false
"HSS.ID.A.2","Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.","http://www.corestandards.org/Math/Content/HSS/ID/A/2/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.A.2",false,false
"HSS.ID.A.3","Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).","http://www.corestandards.org/Math/Content/HSS/ID/A/3/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.A.3",false,false
"HSS.ID.A.4","Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.","http://www.corestandards.org/Math/Content/HSS/ID/A/4/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.A.4",false,false
"HSS.ID.B.5","Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.","http://www.corestandards.org/Math/Content/HSS/ID/B/5/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.B.5",false,false
"HSS.ID.B.6","Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.","http://www.corestandards.org/Math/Content/HSS/ID/B/6/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.B.6",false,false
"HSS.ID.C.7","Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.","http://www.corestandards.org/Math/Content/HSS/ID/C/7/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.C.7",false,false
"HSS.ID.C.8","Compute (using technology) and interpret the correlation coefficient of a linear fit.","http://www.corestandards.org/Math/Content/HSS/ID/C/8/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.C.8",false,false
"HSS.ID.C.9","Distinguish between correlation and causation.","http://www.corestandards.org/Math/Content/HSS/ID/C/9/","Statistics & Probability","Interpreting Categorical and Quantitative Data","CCSS.Math.Content.HSS.ID.C.9",false,false
"HSS.MD.A.1","Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.","http://www.corestandards.org/Math/Content/HSS/MD/A/1/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.A.1",true,false
"HSS.MD.A.2","Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.","http://www.corestandards.org/Math/Content/HSS/MD/A/2/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.A.2",true,false
"HSS.MD.A.3","Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.","http://www.corestandards.org/Math/Content/HSS/MD/A/3/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.A.3",true,false
"HSS.MD.A.4","Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?","http://www.corestandards.org/Math/Content/HSS/MD/A/4/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.A.4",true,false
"HSS.MD.B.5","Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.","http://www.corestandards.org/Math/Content/HSS/MD/B/5/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.B.5",true,false
"HSS.MD.B.6","Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).","http://www.corestandards.org/Math/Content/HSS/MD/B/6/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.B.6",true,false
"HSS.MD.B.7","Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).","http://www.corestandards.org/Math/Content/HSS/MD/B/7/","Statistics & Probability","Using Probability to Make Decisions","CCSS.Math.Content.HSS.MD.B.7",true,false
